age,department,job_level,monthly_income,years_at_company,work_life_balance,job_involvement,satisfaction_class
28,Engineering,4,10240,7,1,4,1
59,Marketing,5,7942,25,4,3,1
25,HR,4,6238,19,3,1,0
48,Sales,3,4600,3,2,4,1
30,Finance,5,8700,2,3,1,0
55,Engineering,4,9071,26,3,4,1
44,Finance,3,3709,17,3,1,0
48,HR,4,5971,9,1,2,0
49,Sales,4,3793,22,3,1,0
45,Marketing,5,6099,6,3,3,1
54,Finance,3,9030,24,3,4,1
48,Marketing,1,8765,27,3,3,1
54,Sales,2,3026,21,4,4,1
46,Finance,5,9693,9,4,3,1
52,Marketing,3,8322,27,3,4,1
31,Marketing,4,11276,5,3,1,0
59,Finance,3,8951,2,3,4,1
52,Sales,2,6101,22,2,3,0
38,Marketing,2,9609,15,3,3,1
34,HR,1,8309,9,3,4,1
40,Finance,1,3011,19,4,4,1
40,Engineering,2,10770,10,4,2,1
55,Engineering,5,8413,4,4,2,1
49,Sales,5,8774,10,1,1,0
37,HR,4,3179,27,2,1,0
30,Marketing,1,3796,8,3,1,0
33,Engineering,4,10279,22,4,1,1
44,Sales,1,10188,13,1,1,0
42,HR,2,10312,7,3,4,1
45,HR,5,5024,7,3,2,1
28,Sales,5,10666,4,4,4,1
57,Sales,2,6217,15,3,2,0
51,Marketing,4,9584,12,3,2,1
31,Sales,4,8285,16,3,3,1
30,Marketing,3,10370,6,4,3,1
39,Marketing,1,4519,28,1,2,0
42,Finance,4,9611,9,3,4,1
56,HR,2,9856,3,1,2,0
35,HR,4,5432,8,3,1,0
44,HR,5,9457,7,4,4,1
48,Finance,1,7866,4,1,4,1
39,Marketing,3,8054,26,4,2,1
31,Marketing,1,5070,13,2,1,0
45,Sales,5,4781,19,3,2,0
50,Finance,5,11530,7,2,1,0
38,Sales,5,4516,10,2,4,1
45,Finance,5,8491,25,2,2,0
42,Sales,2,8949,12,3,1,0
29,Engineering,3,6290,26,4,3,1
27,HR,5,7570,3,2,4,1
47,HR,5,4379,26,1,4,0
50,Marketing,4,10670,25,3,3,1
48,Engineering,3,3800,29,4,1,0
43,HR,1,8267,24,4,4,1
49,Marketing,3,6495,12,2,1,0
45,Engineering,3,6257,19,3,3,1
36,HR,3,9558,15,2,2,0
57,Sales,5,3981,8,1,4,0
28,Finance,5,5088,12,4,4,1
31,Engineering,2,5952,20,4,1,0
46,Marketing,1,5126,6,3,4,1
57,Engineering,4,7812,28,4,2,1
41,Marketing,3,11063,10,3,3,1
48,Engineering,1,6861,2,2,4,1
58,Marketing,1,8903,24,1,3,0
52,HR,2,5591,13,3,1,0
46,Sales,4,6322,25,2,2,0
41,HR,3,9437,7,1,4,1
58,Sales,4,11801,8,4,3,1
30,HR,2,5861,23,1,2,0
30,HR,5,4655,16,1,3,0
58,Engineering,1,4755,11,1,1,0
25,Finance,3,11237,26,4,2,1
34,Marketing,5,9227,4,3,2,1
45,Marketing,2,7638,17,3,1,0
29,Marketing,4,5567,16,1,1,0
26,Sales,1,6123,19,2,4,1
46,Marketing,3,8164,23,2,1,0
26,Marketing,5,10081,27,1,1,0
34,Engineering,5,7907,11,1,3,0
58,HR,1,7962,7,2,2,0
40,Marketing,4,10150,27,1,3,0
46,Finance,2,4766,13,1,1,0
36,Marketing,4,6549,19,3,4,1
48,Sales,4,5309,17,3,3,1
34,Sales,4,4976,26,1,3,0
59,Sales,1,10180,25,1,2,0
56,Marketing,1,5490,28,4,2,1
31,Engineering,2,11917,22,3,2,1
45,Finance,4,7381,13,1,4,1
44,Marketing,1,8987,29,4,4,1
50,Engineering,2,10425,12,4,1,1
28,Engineering,2,6619,7,4,1,0
46,Marketing,4,9060,1,4,2,1
39,Marketing,3,11689,1,3,3,1
45,Engineering,4,6976,20,4,2,1
39,Engineering,3,3704,23,3,1,0
46,Engineering,2,8452,14,4,3,1
52,Marketing,1,9094,27,4,1,0
38,Engineering,5,6681,15,2,4,1
51,Sales,2,7138,11,3,2,0
52,Marketing,1,4916,24,2,2,0
50,Sales,2,10501,26,2,3,1
26,HR,4,4845,9,4,2,1
49,Marketing,3,7654,17,3,1,0
27,HR,2,9413,4,1,1,0
32,Engineering,1,11111,20,4,4,1
57,Engineering,4,10990,19,3,1,0
59,Finance,5,6090,7,2,3,1
30,Engineering,4,4370,1,3,1,0
47,HR,3,4928,9,4,4,1
49,Engineering,4,4636,13,3,4,1
43,Marketing,5,9180,24,2,2,0
29,Engineering,1,11283,2,3,3,1
35,Finance,2,4843,2,3,1,0
36,Engineering,3,11376,24,2,4,1
34,HR,5,3831,27,4,1,0
32,HR,3,8538,15,1,4,1
48,Engineering,4,8315,17,2,2,0
52,HR,3,11455,13,2,4,1
45,HR,5,8327,7,4,2,1
32,Finance,2,4286,9,4,3,1
33,Marketing,2,4529,12,3,1,0
39,Finance,3,9655,3,2,1,0
42,Sales,1,4877,23,3,2,0
44,Finance,3,8431,22,3,3,1
30,Engineering,4,5478,15,4,2,1
36,Marketing,2,3100,7,4,4,1
26,Engineering,2,6087,23,3,2,0
31,Sales,2,8828,26,2,3,0
40,Marketing,1,10425,1,2,4,1
27,HR,1,5291,14,3,1,0
27,Finance,5,8467,19,1,1,0
51,Engineering,3,11296,16,1,1,0
57,Sales,3,3693,10,4,3,1
52,HR,4,8786,1,2,3,1
25,Finance,2,8406,5,3,3,1
32,HR,1,6491,3,3,3,1
56,Finance,4,6392,17,2,3,0
28,Marketing,4,5268,18,4,4,1
54,HR,1,8632,26,4,2,1
30,HR,3,6783,21,1,1,0
43,HR,2,8973,27,2,3,0
56,Marketing,3,8969,19,2,1,0
33,Sales,4,11981,22,3,3,1
36,Finance,2,7648,25,2,1,0
35,HR,5,7939,22,1,2,0
40,Marketing,4,11850,18,2,1,0
25,Sales,3,11024,16,3,1,0
45,Finance,3,10857,2,1,3,0
54,Marketing,3,4018,15,3,4,1
37,Finance,1,4953,13,2,4,1
58,HR,4,6657,13,4,1,1
28,Sales,2,7846,16,2,4,1
52,Marketing,3,5296,8,2,2,0
55,Sales,3,3774,11,3,2,0
51,HR,1,5811,8,4,4,1
29,Sales,2,6182,22,2,4,1
49,Sales,4,10867,10,1,2,0
27,Engineering,5,7329,23,1,4,1
57,Sales,1,9167,1,3,4,1
28,Finance,4,6097,12,3,3,1
49,Marketing,5,4404,9,4,3,1
44,Engineering,3,8101,5,3,4,1
58,Marketing,3,4369,9,4,4,1
50,Marketing,2,8497,16,2,3,0
29,HR,5,9665,18,1,3,0
59,HR,3,5064,8,1,4,0
52,Engineering,3,5765,23,1,3,0
53,HR,2,5817,11,3,2,0
33,HR,4,10791,20,3,1,0
30,HR,3,3716,19,2,2,0
43,Marketing,1,7040,4,3,3,1
35,Engineering,1,4711,20,4,2,1
26,Marketing,4,8367,26,1,1,0
33,Finance,5,9261,10,2,3,1
45,Marketing,2,3008,24,4,2,1
48,Finance,1,11789,13,4,2,1
58,Sales,1,7118,29,3,1,0
46,Sales,4,9086,20,3,3,1
27,Finance,5,9383,14,1,4,1
36,Finance,5,6667,21,2,3,1
52,Marketing,4,5246,2,4,1,1
54,Finance,1,6626,29,3,1,0
50,Engineering,2,5822,4,3,1,0
45,Sales,1,11283,7,2,1,0
52,Sales,5,3850,19,2,4,1
50,Finance,1,4107,17,3,3,1
57,HR,2,3299,16,3,3,1
45,HR,3,11102,13,1,2,0
59,Finance,1,8400,24,2,4,1
58,Engineering,4,4082,24,4,4,1
42,HR,3,11167,22,3,2,1
35,Finance,4,5800,23,3,2,0
47,Engineering,4,6951,26,3,3,1
46,Engineering,4,11967,27,3,3,1
41,Marketing,1,9768,18,1,3,0
29,Engineering,5,4452,21,2,4,1
35,HR,3,4681,12,3,4,1
54,HR,2,5303,23,2,2,0
39,Finance,5,10157,25,4,1,1
51,Finance,1,4851,1,4,1,0
59,Engineering,4,4897,15,4,1,0
57,Sales,2,8825,3,4,1,1
44,Marketing,3,11806,6,2,1,0
40,Sales,5,3244,14,4,3,1
58,Engineering,5,11948,23,4,2,1
26,Engineering,2,6807,6,3,1,0
59,Sales,1,5779,1,3,1,0
52,Marketing,3,4846,20,3,1,0
30,Sales,2,10021,6,1,3,0
33,Finance,4,3473,8,3,1,0
44,HR,3,7131,26,4,2,1
25,Finance,5,4792,15,2,3,0
32,HR,2,4734,14,4,3,1
47,Engineering,5,10215,16,2,4,1
27,Marketing,5,10229,20,4,4,1
28,Sales,5,8188,23,1,3,0
49,Marketing,1,8281,16,3,1,0
39,Sales,5,8858,27,4,1,1
45,Finance,4,3944,19,3,1,0
59,Finance,4,4511,24,1,1,0
38,Sales,3,7081,1,1,4,1
36,Marketing,5,9118,4,3,2,1
41,Sales,5,3858,24,3,3,1
33,Engineering,2,6560,10,2,1,0
59,Finance,1,11421,20,3,4,1
37,Engineering,3,11369,18,3,2,1
39,Finance,5,5615,2,2,3,1
42,Finance,2,4613,4,4,3,1
57,HR,1,5840,15,2,3,0
30,Engineering,3,4774,29,4,1,0
51,Engineering,3,6871,4,4,3,1
47,HR,5,11273,16,4,1,1
51,Marketing,3,3845,15,2,2,0
58,Engineering,2,6260,18,2,4,1
38,Sales,3,6145,7,1,4,0
32,HR,4,10802,15,4,4,1
59,Engineering,2,5263,22,2,3,0
43,Marketing,1,11636,11,1,4,1
54,Engineering,1,11155,19,4,2,1
38,Finance,5,3922,8,2,1,0
44,Sales,5,9695,24,2,4,1
49,HR,4,7288,1,2,1,0
48,Finance,1,8758,3,3,1,0
38,Marketing,1,11131,5,1,4,1
50,Finance,1,5630,18,2,4,1
47,Finance,1,10816,12,3,4,1
46,Marketing,3,10556,12,1,3,0
43,Finance,2,8930,21,1,4,0
27,HR,2,10000,27,3,3,1
43,Engineering,4,6512,26,1,2,0
33,Finance,3,9066,19,3,1,0
52,HR,1,6722,9,4,2,1
44,Engineering,1,8648,11,2,4,1
31,Engineering,5,5060,17,3,1,0
38,Finance,5,6034,16,1,4,1
33,HR,4,5387,4,1,4,1
43,Finance,1,10008,10,4,1,1
38,Marketing,4,11031,22,4,2,1
41,Engineering,3,4799,15,4,4,1
54,Finance,2,7407,25,4,1,0
33,Engineering,1,5780,19,4,2,1
57,HR,3,4127,3,2,3,0
49,Sales,1,11530,28,3,2,0
38,Finance,5,10365,21,4,2,1
35,Finance,4,10611,23,4,1,1
59,Engineering,5,10535,5,2,2,0
38,HR,2,5808,11,3,3,1
54,Marketing,5,7297,24,4,3,1
28,HR,1,7559,5,3,4,1
28,Finance,5,3448,7,3,3,1
52,Marketing,1,8008,6,2,4,1
32,HR,2,7893,26,2,3,0
26,Sales,5,3793,13,4,2,1
46,Engineering,4,3436,2,1,4,0
40,HR,4,9012,19,2,3,1
53,HR,4,8869,11,3,2,1
54,Sales,5,4620,27,3,2,0
36,Finance,5,7308,20,4,4,1
59,Engineering,5,3948,5,4,1,0
35,HR,1,6944,9,4,2,1
45,Marketing,2,3191,6,3,2,0
45,HR,4,4403,17,2,1,0
29,Engineering,1,4990,19,1,4,0
44,HR,4,4104,23,2,3,0
27,Sales,1,3548,8,1,3,0
57,HR,5,8761,7,2,2,0
33,HR,4,11762,5,4,1,1
33,Marketing,5,10903,15,3,2,1
28,Sales,4,4784,10,1,4,0
59,Sales,3,3804,24,2,2,0
41,HR,1,11990,16,3,3,1
58,Marketing,3,11802,9,1,1,0
48,HR,1,10517,7,1,4,1
56,HR,2,9831,11,3,2,1
25,Engineering,4,9917,9,4,3,1
32,Engineering,2,7238,17,3,2,0
47,Marketing,2,6260,9,4,3,1
36,Finance,1,7367,3,2,1,0
36,Engineering,3,8651,22,2,4,1
39,Finance,5,6371,8,3,2,1
43,Sales,1,5093,19,4,4,1
50,Engineering,5,7001,20,2,1,0
53,Engineering,2,9556,16,4,3,1
46,Marketing,5,10810,7,4,1,1
45,Finance,3,7554,28,4,1,0
44,Engineering,1,5517,7,3,4,1
53,Engineering,3,11697,20,4,1,1
28,Marketing,3,8805,25,3,2,0
31,Marketing,1,4096,13,2,3,0
52,Finance,3,10061,3,2,1,0
52,Sales,4,5204,12,1,2,0
28,Sales,4,6902,24,1,3,0
46,HR,4,4352,8,2,4,1
36,Engineering,5,4596,13,4,3,1
27,Finance,3,11767,20,4,4,1
46,Engineering,1,9980,16,2,3,1
26,Finance,1,3679,7,2,1,0
48,Finance,5,6712,4,1,4,1
58,Finance,1,11509,29,4,4,1
51,Engineering,4,8301,12,2,4,1
25,Marketing,3,8734,17,1,1,0
32,Engineering,1,10981,1,1,1,0
47,Finance,1,8892,17,4,3,1
30,HR,2,6696,2,1,3,0
46,Sales,2,10129,6,1,1,0
49,Finance,2,5996,12,3,1,0
42,HR,3,10237,26,2,4,1
41,Marketing,4,10327,11,4,3,1
36,Finance,4,10407,21,2,3,1
30,HR,4,5542,11,3,4,1
50,Finance,3,3678,18,4,4,1
51,Engineering,3,8366,8,2,4,1
32,HR,2,8643,25,1,2,0
43,Engineering,1,10410,7,4,2,1
25,Engineering,5,8541,28,3,1,0
53,HR,5,3834,14,1,3,0
59,Sales,1,9026,16,3,4,1
38,HR,2,11472,12,1,4,1
59,Sales,1,10970,9,2,3,1
44,Finance,1,9818,20,2,2,0
37,Finance,5,8028,29,2,3,1
32,HR,2,7703,23,3,1,0
44,Finance,3,4772,21,4,2,1
57,Marketing,5,5164,16,2,3,0
50,Engineering,3,10111,21,3,3,1
45,Engineering,2,11383,19,1,1,0
33,Sales,1,5835,16,2,3,0
48,Finance,4,5665,9,1,2,0
41,Sales,4,9113,13,2,4,1
48,Engineering,2,5563,26,1,4,0
45,Engineering,4,11498,5,3,4,1
37,Finance,3,11131,22,2,2,0
35,Marketing,4,11723,19,3,3,1
43,Marketing,2,5696,10,3,3,1
35,Finance,2,7687,7,1,3,0
37,Finance,3,10321,9,2,3,1
25,Sales,4,10013,25,4,4,1
43,Finance,4,10704,14,4,2,1
36,Marketing,1,8571,15,3,1,0
32,Finance,5,10336,13,1,2,0
32,Sales,2,3058,10,1,3,0
36,Sales,1,4140,14,1,3,0
57,Sales,2,5562,26,2,2,0
50,Sales,1,5852,21,2,2,0
52,HR,5,9641,23,1,4,1
29,Finance,1,3941,29,4,3,1
32,Engineering,2,9541,12,4,2,1
49,Finance,4,10430,28,2,3,1
51,HR,2,4421,29,1,2,0
47,Sales,3,8765,19,4,3,1
54,HR,3,3435,6,4,2,1
47,Marketing,3,3839,12,2,3,0
44,Marketing,3,7001,24,2,1,0
42,Finance,5,8248,13,4,4,1
42,Finance,4,7959,8,1,1,0
26,Engineering,4,4650,16,4,4,1
28,Engineering,2,8828,2,4,4,1
54,Marketing,1,5261,22,1,2,0
57,Sales,2,8894,7,2,1,0
42,HR,2,9278,12,1,4,1
43,Engineering,2,6889,7,1,3,0
52,Engineering,2,9897,19,1,2,0
44,Sales,4,4326,14,1,2,0
57,Sales,1,8901,9,2,3,1
36,Finance,2,6358,18,4,3,1
39,HR,4,4585,11,3,4,1
26,Sales,2,8645,16,2,3,0
53,Engineering,3,3388,19,1,2,0
34,Engineering,2,5791,11,4,3,1
26,Marketing,2,6332,18,4,1,0
35,Sales,5,3703,11,1,2,0
37,Finance,3,8834,25,2,3,0
34,HR,1,5820,4,1,2,0
38,Finance,2,11053,18,4,4,1
42,Engineering,1,7959,19,4,1,0
33,Finance,3,4059,13,2,4,1
52,Engineering,2,4301,4,3,1,0
27,Engineering,5,11865,10,1,3,0
44,Engineering,4,10696,29,3,2,1
30,Engineering,5,7299,22,4,3,1
51,Engineering,5,9071,5,3,4,1
26,Marketing,4,7112,3,1,2,0
53,Finance,4,10881,16,1,3,0
27,Marketing,4,11401,26,4,3,1
40,Marketing,2,3498,8,2,2,0
54,Sales,1,11620,24,2,2,0
26,Sales,1,10245,7,4,4,1
41,Sales,4,5105,19,1,1,0
36,HR,5,8327,14,2,1,0
59,Sales,3,8630,15,3,2,1
25,Finance,4,6206,17,4,1,0
39,Marketing,5,10137,21,3,4,1
50,Finance,5,5569,1,1,1,0
45,Sales,2,5628,6,2,2,0
55,HR,2,9764,27,1,4,0
49,HR,1,4067,23,3,2,0
47,Marketing,1,4506,15,1,4,0
48,Finance,3,6013,12,1,4,0
52,Engineering,3,9642,21,4,2,1
45,Finance,3,7066,20,4,3,1
42,Sales,3,3947,2,1,2,0
59,Engineering,5,7389,5,4,4,1
33,HR,5,11143,9,1,2,0
54,Marketing,1,4171,20,3,2,0
58,Marketing,2,9114,14,4,4,1
56,HR,2,3171,18,1,1,0
27,Sales,4,8682,29,4,4,1
27,HR,5,8856,22,1,2,0
52,Sales,3,9209,8,4,4,1
39,Engineering,3,6577,2,2,4,1
47,HR,4,11380,9,1,1,0
35,Sales,2,7076,7,2,3,0
56,Engineering,3,3157,29,1,2,0
57,HR,2,10777,18,2,2,0
48,Marketing,4,5717,27,1,1,0
58,HR,2,11437,16,4,4,1
52,Finance,2,5795,21,2,3,0
31,HR,2,10200,5,4,2,1
28,Finance,3,10528,23,1,3,0
25,Engineering,1,5377,29,4,3,1
25,HR,5,4810,15,1,4,0
44,Engineering,2,8190,5,4,4,1
43,Engineering,2,8432,11,2,4,1
53,Sales,2,10895,22,1,2,0
34,Engineering,1,5126,14,4,3,1
42,Engineering,4,9953,25,1,3,0
52,HR,3,6030,19,1,2,0
59,HR,1,9323,3,1,1,0
55,Marketing,2,8747,24,3,4,1
51,Sales,1,8605,10,1,2,0
35,Engineering,1,8891,28,4,4,1
29,Sales,1,6076,6,3,3,1
32,Finance,4,5344,28,4,2,1
58,Engineering,5,3619,26,3,1,0
36,Sales,3,5407,3,1,4,0
25,Marketing,4,9260,2,2,3,1
55,Marketing,4,6004,13,2,3,0
28,Engineering,5,6914,18,1,1,0
29,Finance,4,6596,2,3,1,0
54,Marketing,1,7039,15,4,4,1
48,Marketing,1,4304,5,2,3,0
27,Finance,2,8630,15,1,1,0
35,Sales,4,10282,28,1,2,0
28,Marketing,2,6307,21,3,1,0
50,HR,3,4361,17,2,2,0
51,Marketing,1,9665,2,1,3,0
51,Sales,3,7294,18,2,4,1
30,Sales,5,4787,15,4,3,1
39,Engineering,1,4073,20,1,3,0
54,HR,3,8902,23,1,3,0
59,Sales,5,6599,3,4,3,1
47,Finance,3,6055,5,1,4,1
30,HR,5,9476,11,3,1,0
28,HR,5,3659,9,4,4,1
42,Finance,1,9320,5,3,4,1
33,Marketing,2,9513,25,4,4,1
53,Finance,5,7642,1,4,4,1
37,Finance,5,9373,25,3,1,0
41,Marketing,1,7466,14,4,3,1
56,Marketing,2,8587,5,2,1,0
46,Marketing,4,5471,8,3,1,0
28,Marketing,4,9175,21,4,3,1
29,Marketing,2,11284,14,3,1,0
37,Finance,3,4281,28,4,4,1
58,Engineering,1,6177,16,4,4,1
46,Engineering,2,8667,6,2,3,1
47,Sales,4,7511,8,2,3,1
27,Engineering,5,6881,2,2,3,1
58,Engineering,4,5413,19,4,4,1
56,Finance,5,4544,27,2,3,0
45,Marketing,1,7784,9,3,1,0
45,Marketing,5,8761,5,4,1,1
35,Finance,2,10874,5,3,2,1
28,Engineering,5,9961,25,2,2,0
25,Finance,3,8626,26,4,3,1
52,Sales,2,7514,19,3,2,0
48,Marketing,1,4145,4,1,4,0
59,HR,2,8450,16,3,4,1
37,Sales,3,4566,16,4,1,0
58,Sales,1,6005,16,1,1,0
35,Finance,4,7507,7,2,2,0
41,Engineering,3,7248,18,2,2,0
59,Marketing,1,11283,24,3,4,1
42,HR,5,6992,21,2,1,0
46,Sales,2,11522,1,3,2,1
48,HR,1,11027,3,3,4,1
43,Engineering,2,8760,25,3,1,0
45,Engineering,5,11045,21,3,4,1
32,HR,1,5977,8,4,4,1
52,Marketing,4,8347,1,4,1,1
29,Engineering,3,7289,7,1,4,1
41,HR,1,3529,7,1,2,0
43,Sales,5,5892,8,2,4,1
51,HR,1,10443,19,4,2,1
58,HR,2,7734,17,1,3,0
35,Finance,1,5525,11,4,3,1
36,Engineering,4,6761,15,4,3,1
45,Marketing,1,9141,9,2,4,1
35,Marketing,3,5742,17,2,3,0
52,Finance,1,7635,11,3,3,1
29,Marketing,2,7425,6,4,4,1
41,HR,1,11661,9,3,1,0
44,Finance,4,6830,18,3,4,1
36,Sales,5,9992,20,3,2,1
30,Engineering,1,3533,2,4,4,1
41,Engineering,1,7562,4,4,1,0
43,Engineering,3,10120,18,3,3,1
50,HR,4,9563,28,4,4,1
56,Sales,5,10289,1,3,3,1
30,Finance,2,7087,11,1,2,0
35,Finance,1,11953,3,4,1,1
57,Engineering,5,5355,8,2,3,1
48,Sales,2,4955,5,2,3,0
47,Sales,4,5971,20,3,3,1
39,Sales,4,8539,21,1,3,0
51,Marketing,5,10493,22,4,4,1
35,Marketing,2,4672,22,3,1,0
41,Engineering,4,5836,5,1,1,0
38,Sales,5,7927,28,1,3,0
51,Sales,4,7939,11,4,1,1
42,Finance,4,6644,12,2,3,1
52,Finance,4,5297,22,2,2,0
28,Engineering,3,7061,9,1,2,0
31,Sales,2,6166,21,2,2,0
59,Engineering,5,3183,13,1,1,0
33,Finance,5,5846,22,1,3,0
32,Finance,2,7722,20,1,4,0
41,Marketing,2,3782,29,2,4,1
41,Engineering,2,4507,3,3,2,0
57,Engineering,2,8855,13,2,2,0
56,Sales,1,10538,28,3,1,0
32,Sales,5,3676,22,2,4,1
43,Marketing,1,10250,11,4,1,1
27,HR,4,10813,11,4,2,1
29,HR,4,7090,21,2,3,0
37,HR,5,8723,20,4,3,1
55,Engineering,4,5686,21,4,3,1
40,Engineering,2,11382,7,4,2,1
56,Finance,1,11526,17,4,1,1
46,Engineering,2,10689,16,3,3,1
53,Engineering,4,4110,14,1,4,0
46,Engineering,1,3578,1,3,4,1
27,Marketing,2,3061,11,1,2,0
34,Engineering,5,3386,13,1,4,0
45,Sales,2,5200,1,2,4,1
40,Sales,4,4683,2,2,2,0
36,Finance,1,9321,9,2,1,0
26,Marketing,5,11056,13,2,3,1
48,Sales,1,11678,5,2,2,0
59,Marketing,5,10414,9,3,4,1
54,Marketing,1,9643,13,3,3,1
54,Finance,4,11732,5,4,3,1
59,Marketing,5,8631,15,3,3,1
43,Engineering,3,10945,7,3,2,1
32,Marketing,1,10726,14,2,3,1
50,Finance,1,8169,16,4,1,0
31,Finance,2,9787,6,3,4,1
54,Finance,5,7467,2,3,2,1
31,Sales,3,8232,16,4,2,1
27,Engineering,4,11130,19,1,3,0
25,Sales,2,9196,5,2,4,1
49,HR,3,6907,4,3,3,1
25,Engineering,5,7288,14,3,3,1
39,Marketing,3,9734,27,4,2,1
37,Finance,1,4080,6,3,1,0
32,HR,1,9240,8,2,4,1
29,Engineering,2,3197,24,3,4,1
33,Sales,5,10814,3,1,4,1
25,Finance,5,10851,4,2,4,1
59,Sales,3,4600,1,1,1,0
26,Engineering,2,10462,2,4,2,1
47,Engineering,5,9866,13,2,1,0
33,HR,1,6692,9,3,3,1
58,Marketing,3,11875,12,2,2,0
38,Sales,4,6083,10,2,1,0
28,HR,1,6989,10,2,4,1
54,Finance,2,3332,18,1,4,0
55,Marketing,5,9106,12,4,2,1
35,HR,1,10333,22,2,1,0
59,Sales,4,9655,16,3,2,1
32,Engineering,4,8308,23,2,4,1
27,Finance,2,7200,6,2,1,0
38,Sales,1,5721,24,4,4,1
37,Marketing,3,11998,25,3,2,1
56,Marketing,1,4064,24,3,2,0
58,Engineering,4,9820,21,1,2,0
43,Engineering,2,11512,24,3,2,1
40,Finance,2,6957,10,3,2,0
26,Finance,3,5382,15,3,3,1
41,Engineering,2,6231,26,2,2,0
58,Engineering,2,10008,9,1,2,0
40,Marketing,2,4500,24,3,4,1
26,Engineering,2,4568,2,3,2,0
26,HR,2,8892,18,3,1,0
50,Sales,4,6281,12,2,2,0
37,Engineering,1,7089,3,2,3,0
55,Finance,5,4865,7,1,2,0
58,HR,2,8600,9,4,4,1
27,Finance,5,9055,8,1,1,0
32,HR,5,3004,25,2,1,0
47,Engineering,4,10959,6,3,2,1
38,Sales,2,4168,1,3,2,0
51,Finance,5,5398,14,1,2,0
53,HR,2,5630,16,3,2,0
25,Marketing,3,9608,28,2,4,1
41,Engineering,3,3347,16,1,4,0
54,Sales,3,8861,4,4,1,1
37,Engineering,5,6342,29,2,2,0
45,Marketing,3,9500,6,2,4,1
43,Sales,4,5574,15,3,4,1
43,Marketing,4,6825,28,2,1,0
49,Engineering,5,7593,22,2,1,0
46,HR,2,8272,8,4,3,1
55,Engineering,1,11244,1,3,4,1
41,Engineering,2,3148,13,2,1,0
47,Engineering,2,11694,27,3,4,1
56,Finance,2,3869,18,2,4,1
34,Marketing,2,6521,18,4,2,1
34,Marketing,1,6871,13,3,2,0
32,Marketing,3,4300,22,3,2,0
44,Finance,2,10595,14,4,2,1
56,HR,4,7833,11,1,4,1
38,Engineering,5,9670,7,2,3,1
52,HR,5,5451,18,2,3,0
48,Finance,4,7385,21,1,3,0
39,Marketing,2,11530,22,3,4,1
46,Engineering,1,5824,4,3,3,1
54,Sales,3,9854,17,4,4,1
28,Sales,5,8964,19,4,1,1
37,HR,3,3986,14,4,3,1
47,Marketing,1,11171,10,1,4,1
32,Sales,5,6490,25,1,1,0
42,HR,3,11076,29,3,2,1
36,Finance,1,6767,6,4,1,0
55,HR,3,5006,18,3,1,0
38,HR,2,10925,25,1,3,0
58,HR,1,6107,4,2,2,0
42,Engineering,3,7468,11,3,2,1
58,HR,2,6330,13,1,3,0
35,HR,2,11722,8,4,1,1
36,Engineering,1,3923,10,2,4,1
39,Engineering,4,9247,23,2,3,1
55,Finance,5,11432,28,2,1,0
53,Marketing,1,4896,11,4,4,1
50,Sales,2,10883,3,2,3,1
42,Sales,2,6324,15,1,3,0
56,HR,1,3813,8,3,2,0
46,Finance,4,7750,20,2,2,0
41,HR,5,10618,18,2,2,0
47,Sales,3,3782,27,1,4,0
48,Engineering,1,7055,21,4,3,1
32,Marketing,5,10789,1,2,2,0
30,Finance,5,11199,29,1,2,0
29,Engineering,2,6139,24,1,3,0
53,Marketing,3,8007,8,4,4,1
52,Finance,1,7051,3,4,2,1
35,Finance,2,10575,1,3,1,0
25,Sales,2,11709,20,2,4,1
43,Engineering,4,6190,25,3,2,0
33,Finance,5,8637,16,1,1,0
51,Finance,1,3578,9,2,2,0
58,Marketing,1,11138,17,1,4,1
28,Sales,1,7482,27,1,3,0
42,HR,2,4865,16,1,3,0
39,Sales,4,8489,23,4,4,1
37,HR,3,4376,6,4,2,1
43,Engineering,2,8408,23,2,4,1
30,Engineering,3,11163,7,1,1,0
36,Finance,4,8058,24,1,2,0
41,Engineering,5,9283,16,2,4,1
47,Finance,1,4976,8,3,3,1
50,Sales,3,9443,10,1,4,1
53,Engineering,2,7759,14,4,2,1
57,Sales,3,10595,11,3,4,1
51,Sales,5,7920,2,3,3,1
49,Engineering,1,4887,12,3,1,0
34,Sales,3,3991,28,3,4,1
47,Engineering,5,8228,28,3,4,1
45,Engineering,2,11046,20,3,1,0
45,Engineering,4,9450,20,2,4,1
37,HR,2,6604,13,2,3,0
57,Sales,1,4083,15,3,1,0
48,Marketing,2,11626,27,4,3,1
35,Engineering,2,3020,26,2,3,0
41,Sales,2,4099,12,2,3,0
28,Finance,2,9841,13,3,2,1
49,Engineering,1,5637,8,4,1,0
54,Engineering,5,11581,16,3,2,1
33,Marketing,3,10744,29,4,2,1
45,HR,4,6413,29,4,4,1
44,HR,3,10457,3,1,1,0
43,Engineering,3,4354,28,2,4,1
43,Sales,4,9402,29,3,2,1
36,Finance,1,7521,13,2,4,1
41,Finance,4,8125,12,2,3,1
52,Sales,1,3005,19,4,2,1
59,Engineering,3,11382,29,2,3,1
42,Finance,1,11339,2,1,1,0
38,HR,5,7353,1,3,4,1
59,Sales,4,6550,8,2,2,0
31,Marketing,5,11031,9,3,1,0
37,Engineering,3,7105,25,2,3,0
42,Sales,4,8083,27,3,4,1
