Customer ID,Loan Amount,Annual Income,Credit Score,Employment Status,Marital Status,Loan Term (months),Number of Dependents,Previous Defaults,Loan Type,Payment History,Loan Default
5734,89291,35032,363,Unemployed,Married,55,1,1,Mortgage,Good,No
5735,60480,72797,527,Employed,Widowed,166,0,2,Mortgage,Good,No
5736,73840,55294,452,Unemployed,Divorced,35,4,2,Auto Loan,Average,Yes
5737,67522,63827,487,Employed,Divorced,110,4,0,Student Loan,Average,No
5738,97493,23516,315,Unemployed,Divorced,182,1,0,Student Loan,Average,Yes
5739,85702,39751,381,Unemployed,Married,159,3,1,Student Loan,Good,Yes
5740,77474,50373,431,Unemployed,Single,134,3,0,Student Loan,Poor,Yes
5741,10141,142026,820,Unemployed,Single,123,0,1,Student Loan,Poor,No
5742,77545,50270,431,Unemployed,Single,141,2,0,Credit Card,Good,Yes
5743,92545,30386,343,Unemployed,Single,79,1,1,Personal Loan,Poor,Yes
5744,25132,121859,733,Retired,Single,358,1,2,Mortgage,Average,No
5745,52295,84817,572,Employed,Divorced,327,4,1,Personal Loan,Good,No
5746,51976,85184,573,Employed,Divorced,228,4,0,Credit Card,Poor,No
5747,15578,134316,786,Employed,Widowed,107,1,1,Student Loan,Poor,No
5748,40931,99693,635,Employed,Divorced,156,2,0,Credit Card,Poor,No
5749,71912,57879,463,Unemployed,Married,44,3,2,Credit Card,Average,Yes
5750,22862,125056,748,Employed,Widowed,297,0,0,Personal Loan,Good,No
5751,62775,69597,514,Employed,Divorced,16,3,2,Mortgage,Average,No
5752,71093,59132,466,Unemployed,Widowed,129,0,2,Auto Loan,Poor,Yes
5753,97491,23626,315,Unemployed,Widowed,151,2,0,Auto Loan,Poor,Yes
5754,36337,105936,664,Unemployed,Single,241,1,2,Mortgage,Average,No
5755,25079,122179,734,Self-employed,Widowed,171,2,0,Student Loan,Average,No
5756,23787,123801,742,Employed,Divorced,305,1,1,Credit Card,Average,No
5757,39594,101515,644,Retired,Single,260,4,2,Student Loan,Poor,No
5758,42641,97065,625,Employed,Divorced,284,0,1,Credit Card,Good,No
5759,59220,75390,534,Employed,Single,197,4,1,Auto Loan,Average,No
5760,87844,36645,370,Unemployed,Divorced,51,1,0,Mortgage,Average,Yes
5761,31832,111960,690,Self-employed,Single,235,0,0,Personal Loan,Good,No
5762,60069,74144,531,Employed,Single,163,0,2,Personal Loan,Average,No
5763,90553,33382,356,Unemployed,Married,151,4,0,Mortgage,Good,No
5764,97197,24025,316,Unemployed,Divorced,139,0,1,Auto Loan,Poor,Yes
5765,67981,63226,485,Employed,Widowed,158,1,1,Credit Card,Good,No
5766,41188,99380,634,Employed,Single,296,1,1,Personal Loan,Average,No
5767,9648,142971,824,Unemployed,Divorced,229,4,2,Auto Loan,Good,No
5768,11979,138910,807,Self-employed,Single,231,2,0,Mortgage,Good,No
5769,48764,89711,593,Employed,Married,156,1,1,Student Loan,Good,No
5770,29089,116055,708,Employed,Married,340,1,2,Auto Loan,Average,No
5771,7261,146189,837,Retired,Married,288,0,0,Auto Loan,Poor,No
5772,44666,94710,615,Employed,Married,253,0,0,Student Loan,Good,No
5773,97573,23443,315,Unemployed,Widowed,71,1,1,Auto Loan,Poor,Yes
5774,83953,41395,390,Unemployed,Widowed,109,4,2,Personal Loan,Good,No
5775,92455,30725,345,Unemployed,Single,342,2,1,Personal Loan,Good,No
5776,75263,53461,445,Unemployed,Divorced,192,0,1,Personal Loan,Poor,Yes
5777,6828,147000,840,Self-employed,Married,125,0,2,Auto Loan,Average,No
5778,69386,61115,476,Unemployed,Married,114,2,1,Auto Loan,Poor,Yes
5779,18807,130084,767,Employed,Widowed,347,0,2,Auto Loan,Poor,No
5780,28574,116887,712,Self-employed,Widowed,330,4,2,Mortgage,Good,No
5781,37972,103732,654,Unemployed,Married,68,0,1,Student Loan,Good,No
5782,17145,132145,775,Self-employed,Divorced,296,0,1,Auto Loan,Good,No
5783,40820,99790,636,Employed,Single,140,1,0,Student Loan,Good,No
5784,41027,99557,635,Employed,Single,326,4,0,Credit Card,Poor,No
5785,17588,131672,773,Employed,Single,97,4,2,Personal Loan,Good,No
5786,47533,91260,601,Employed,Single,211,1,2,Mortgage,Good,No
5787,79027,48690,421,Unemployed,Divorced,82,3,2,Student Loan,Average,Yes
5788,99074,21407,307,Unemployed,Divorced,356,2,0,Personal Loan,Good,Yes
5789,45774,93568,609,Employed,Divorced,109,4,1,Mortgage,Average,No
5790,56663,78560,551,Employed,Widowed,311,3,1,Personal Loan,Poor,No
5791,64675,67340,504,Employed,Married,187,2,0,Auto Loan,Good,No
5792,87018,37794,375,Unemployed,Divorced,244,4,1,Auto Loan,Average,Yes
5793,85532,39881,382,Unemployed,Single,86,0,1,Personal Loan,Good,Yes
5794,35873,106292,667,Employed,Divorced,154,4,1,Mortgage,Poor,No
5795,22153,125698,753,Employed,Married,34,2,0,Personal Loan,Poor,No
5796,29995,114952,702,Employed,Widowed,192,3,2,Credit Card,Poor,No
5797,62679,69703,514,Employed,Single,56,0,1,Mortgage,Good,No
5798,67046,64354,491,Employed,Widowed,103,2,1,Mortgage,Good,No
5799,32197,111288,686,Employed,Divorced,280,2,2,Personal Loan,Good,No
5800,41674,98462,631,Employed,Single,45,4,1,Student Loan,Average,No
5801,11941,139020,807,Retired,Single,177,1,1,Personal Loan,Average,No
5802,27054,119301,722,Retired,Divorced,81,1,2,Student Loan,Average,No
5803,12114,138764,805,Employed,Divorced,207,0,0,Mortgage,Average,No
5804,89700,34390,360,Unemployed,Married,144,2,0,Auto Loan,Good,No
5805,23354,124403,745,Self-employed,Divorced,258,3,1,Auto Loan,Poor,No
5806,34794,107475,672,Employed,Divorced,179,0,1,Personal Loan,Average,No
5807,79971,47307,414,Unemployed,Divorced,288,0,2,Student Loan,Poor,Yes
5808,28954,116364,709,Unemployed,Single,167,4,2,Personal Loan,Poor,No
5809,30611,114049,697,Retired,Married,34,3,1,Credit Card,Poor,No
5810,12190,138740,805,Retired,Single,211,2,1,Personal Loan,Poor,No
5811,11540,139991,810,Unemployed,Divorced,286,2,0,Personal Loan,Good,No
5812,81971,44502,403,Unemployed,Married,61,2,0,Personal Loan,Average,Yes
5813,29354,115599,706,Unemployed,Divorced,197,0,0,Personal Loan,Poor,No
5814,83513,42486,393,Unemployed,Single,31,4,0,Student Loan,Average,Yes
5815,17342,131813,774,Employed,Single,127,0,2,Student Loan,Average,No
5816,71656,58258,464,Unemployed,Divorced,103,1,0,Student Loan,Good,Yes
5817,57224,77716,545,Employed,Married,350,1,0,Credit Card,Poor,No
5818,28472,117228,714,Employed,Single,64,2,1,Credit Card,Poor,No
5819,23693,123920,743,Employed,Divorced,134,4,0,Personal Loan,Average,No
5820,39620,101494,643,Retired,Widowed,352,2,1,Student Loan,Poor,No
5821,26281,120552,727,Self-employed,Divorced,349,2,1,Credit Card,Good,No
5822,38828,102768,648,Retired,Divorced,276,0,0,Auto Loan,Good,No
5823,92440,30748,345,Unemployed,Married,15,2,0,Personal Loan,Poor,Yes
5824,53563,82785,567,Employed,Divorced,180,2,1,Mortgage,Average,No
5825,43513,96050,620,Employed,Widowed,292,4,2,Student Loan,Average,No
5826,83279,42738,394,Unemployed,Divorced,301,4,1,Personal Loan,Average,No
5827,44922,94231,613,Employed,Widowed,84,4,2,Personal Loan,Good,No
5828,45738,93606,610,Employed,Single,148,2,2,Mortgage,Poor,No
5829,31105,113301,695,Self-employed,Divorced,349,4,0,Auto Loan,Poor,No
5830,69089,61662,478,Employed,Married,267,4,0,Credit Card,Good,No
5831,12485,138313,803,Retired,Divorced,152,3,0,Credit Card,Average,No
5832,28960,116297,709,Self-employed,Widowed,219,3,0,Mortgage,Good,No
5833,39148,102234,646,Unemployed,Widowed,271,1,1,Mortgage,Poor,No
5834,89092,35123,364,Unemployed,Married,274,0,2,Credit Card,Average,Yes
5835,26195,120680,728,Unemployed,Widowed,282,0,1,Auto Loan,Average,No
5836,81253,45616,408,Unemployed,Divorced,49,4,2,Auto Loan,Average,Yes
5837,24816,122682,737,Employed,Widowed,214,1,1,Personal Loan,Good,No
5838,92127,31182,346,Unemployed,Divorced,235,1,2,Mortgage,Average,Yes
5839,32751,110369,682,Employed,Divorced,358,3,0,Mortgage,Average,No
5840,27547,118878,719,Self-employed,Widowed,63,1,2,Mortgage,Average,No
5841,53933,82013,564,Employed,Married,92,2,0,Credit Card,Poor,No
5842,76854,51331,434,Unemployed,Single,222,4,2,Credit Card,Average,Yes
5843,65920,66098,499,Employed,Married,18,2,1,Credit Card,Good,No
5844,81077,46128,409,Unemployed,Single,56,0,2,Auto Loan,Good,No
5845,76635,51556,436,Unemployed,Married,326,3,1,Credit Card,Poor,Yes
5846,6431,147398,841,Employed,Divorced,288,2,1,Personal Loan,Average,No
5847,34759,107505,672,Self-employed,Divorced,270,4,0,Credit Card,Poor,No
5848,83707,41876,392,Unemployed,Widowed,153,2,2,Auto Loan,Poor,Yes
5849,93791,28949,337,Unemployed,Single,269,2,1,Mortgage,Average,Yes
5850,60841,71962,524,Employed,Single,296,1,2,Personal Loan,Good,No
5851,32990,110054,681,Self-employed,Widowed,48,3,0,Auto Loan,Average,No
5852,8760,143984,828,Retired,Married,56,0,0,Student Loan,Average,No
5853,47604,91206,601,Employed,Widowed,131,4,2,Mortgage,Poor,No
5854,82231,44099,402,Unemployed,Married,57,4,1,Credit Card,Average,Yes
5855,23047,124871,746,Unemployed,Widowed,151,0,1,Auto Loan,Poor,No
5856,90988,32716,353,Unemployed,Single,64,4,1,Student Loan,Poor,Yes
5857,60612,72611,527,Employed,Single,312,1,2,Auto Loan,Poor,No
5858,71216,58885,466,Unemployed,Married,299,2,1,Credit Card,Good,Yes
5859,60337,73144,528,Employed,Single,285,1,1,Auto Loan,Good,No
5860,51881,85220,574,Employed,Single,280,1,1,Student Loan,Average,No
5861,94400,27837,332,Unemployed,Single,290,1,0,Auto Loan,Poor,Yes
5862,63005,69355,513,Employed,Single,73,0,1,Personal Loan,Poor,No
5863,64711,67299,504,Employed,Divorced,65,3,2,Personal Loan,Average,No
5864,86264,39159,378,Unemployed,Widowed,80,0,2,Credit Card,Good,No
5865,7717,145212,832,Self-employed,Widowed,253,0,1,Student Loan,Average,No
5866,13706,136680,797,Employed,Divorced,281,1,2,Student Loan,Poor,No
5867,13567,136931,798,Retired,Single,263,3,2,Student Loan,Good,No
5868,21371,126802,757,Retired,Widowed,295,0,1,Student Loan,Good,No
5869,13894,136375,796,Retired,Widowed,82,3,0,Student Loan,Poor,No
5870,24975,122413,736,Self-employed,Widowed,334,1,1,Mortgage,Poor,No
5871,61526,71012,520,Employed,Married,111,0,2,Auto Loan,Poor,No
5872,55975,79305,554,Employed,Divorced,72,3,2,Student Loan,Poor,No
5873,35080,107096,671,Employed,Married,114,4,1,Personal Loan,Average,No
5874,87565,37106,371,Unemployed,Married,130,0,2,Auto Loan,Average,Yes
5875,56885,78123,548,Employed,Divorced,28,0,0,Credit Card,Average,No
5876,17323,131825,774,Employed,Widowed,316,0,1,Credit Card,Poor,No
5877,93896,28720,336,Unemployed,Married,202,3,2,Student Loan,Poor,Yes
5878,72065,57661,462,Unemployed,Widowed,223,2,0,Mortgage,Poor,Yes
5879,15103,135031,789,Retired,Married,89,0,2,Mortgage,Good,No
5880,30851,113898,697,Self-employed,Widowed,57,4,0,Auto Loan,Good,No
5881,30934,113794,696,Unemployed,Single,104,4,2,Mortgage,Good,No
5882,34956,107318,672,Employed,Single,24,1,1,Credit Card,Good,No
5883,21523,126704,757,Self-employed,Single,239,2,2,Student Loan,Poor,No
5884,84111,41120,389,Unemployed,Divorced,312,2,1,Personal Loan,Poor,Yes
5885,85650,39790,382,Unemployed,Single,28,3,0,Credit Card,Average,Yes
5886,56612,78655,552,Employed,Married,314,1,0,Credit Card,Good,No
5887,55876,79643,554,Employed,Widowed,73,3,2,Auto Loan,Average,No
5888,31029,113448,695,Retired,Widowed,54,1,1,Mortgage,Poor,No
5889,64638,67374,505,Employed,Widowed,79,2,1,Personal Loan,Average,No
5890,68232,62907,482,Employed,Widowed,223,3,0,Personal Loan,Good,No
5891,62149,70071,516,Employed,Married,214,1,0,Mortgage,Average,No
5892,11168,140507,813,Self-employed,Widowed,225,2,2,Student Loan,Poor,No
5893,73975,54812,450,Unemployed,Married,120,2,0,Mortgage,Average,Yes
5894,62799,69570,513,Employed,Married,295,0,0,Student Loan,Poor,No
5895,61556,70901,520,Employed,Widowed,105,3,1,Personal Loan,Good,No
5896,55489,80186,556,Employed,Widowed,236,0,1,Auto Loan,Average,No
5897,10122,142066,821,Unemployed,Widowed,236,2,1,Credit Card,Good,No
5898,5814,148364,845,Retired,Married,250,3,0,Personal Loan,Good,No
5899,62056,70251,517,Employed,Divorced,129,3,2,Personal Loan,Good,No
5900,52055,85171,573,Employed,Married,102,4,2,Personal Loan,Average,No
5901,72914,56160,457,Unemployed,Divorced,351,1,0,Credit Card,Average,Yes
5902,86317,39156,378,Unemployed,Widowed,300,4,2,Student Loan,Poor,Yes
5903,43458,96208,621,Employed,Married,292,4,0,Auto Loan,Good,No
5904,40618,99980,637,Employed,Widowed,30,2,2,Auto Loan,Good,No
5905,46786,92320,606,Employed,Divorced,186,1,0,Auto Loan,Poor,No
5906,86958,37929,375,Unemployed,Divorced,117,4,1,Student Loan,Average,Yes
5907,51092,86606,579,Employed,Married,300,4,2,Mortgage,Poor,No
5908,34118,108442,676,Employed,Married,259,3,1,Mortgage,Poor,No
5909,26675,120154,725,Self-employed,Married,334,2,1,Auto Loan,Good,No
5910,53766,82559,566,Employed,Married,153,4,2,Personal Loan,Poor,No
5911,59917,74205,531,Employed,Single,309,1,0,Personal Loan,Poor,No
5912,18281,130694,770,Unemployed,Single,204,0,1,Credit Card,Good,No
5913,49638,88475,588,Employed,Widowed,314,0,1,Mortgage,Average,No
5914,52591,84341,571,Employed,Divorced,302,2,0,Personal Loan,Average,No
5915,29611,115377,704,Self-employed,Divorced,343,0,0,Auto Loan,Average,No
5916,68315,62863,482,Employed,Widowed,219,3,2,Credit Card,Average,No
5917,39521,101837,644,Unemployed,Widowed,259,3,2,Mortgage,Average,No
5918,51819,85439,574,Employed,Widowed,153,1,0,Credit Card,Good,No
5919,94833,27194,329,Unemployed,Single,322,2,1,Personal Loan,Average,Yes
5920,47351,91387,602,Employed,Widowed,233,2,0,Auto Loan,Good,No
5921,10600,141361,819,Retired,Divorced,236,0,2,Auto Loan,Average,No
5922,39503,101914,645,Retired,Widowed,195,4,1,Auto Loan,Poor,No
5923,51240,86214,577,Employed,Married,316,4,1,Personal Loan,Poor,No
5924,29045,116176,708,Retired,Divorced,199,4,2,Student Loan,Average,No
5925,27116,119292,721,Self-employed,Divorced,124,1,1,Auto Loan,Average,No
5926,78165,49777,427,Unemployed,Divorced,192,2,0,Student Loan,Average,Yes
5927,7659,145355,833,Self-employed,Single,210,0,2,Auto Loan,Good,No
5928,80993,46183,410,Unemployed,Single,81,1,1,Student Loan,Poor,Yes
5929,79878,47445,415,Unemployed,Divorced,97,3,2,Mortgage,Good,No
5930,50543,87038,581,Employed,Married,50,3,1,Mortgage,Good,No
5931,13811,136477,796,Retired,Divorced,142,3,0,Auto Loan,Poor,No
5932,35015,107201,671,Unemployed,Single,21,2,2,Credit Card,Average,No
5933,88194,36198,368,Unemployed,Married,14,3,1,Credit Card,Good,Yes
5934,83928,41411,390,Unemployed,Divorced,313,4,0,Personal Loan,Good,No
5935,61835,70577,518,Employed,Single,161,3,0,Mortgage,Average,No
5936,88375,35867,367,Unemployed,Married,78,1,0,Mortgage,Average,Yes
5937,53868,82501,565,Employed,Widowed,204,3,1,Credit Card,Poor,No
5938,89811,34266,359,Unemployed,Widowed,108,4,1,Auto Loan,Good,No
5939,70774,59422,468,Unemployed,Divorced,30,3,0,Personal Loan,Poor,Yes
5940,73847,55208,451,Unemployed,Widowed,329,0,0,Mortgage,Average,Yes
5941,20048,128538,763,Unemployed,Single,109,4,0,Personal Loan,Average,No
5942,10539,141544,819,Retired,Married,68,2,0,Mortgage,Average,No
5943,76906,51213,434,Unemployed,Divorced,118,3,0,Student Loan,Poor,Yes
5944,94709,27367,330,Unemployed,Married,99,1,1,Student Loan,Good,Yes
5945,8709,144158,829,Self-employed,Married,152,3,2,Personal Loan,Average,No
5946,41321,99026,633,Employed,Married,155,1,2,Credit Card,Poor,No
5947,73760,55362,453,Unemployed,Single,63,0,2,Credit Card,Good,Yes
5948,11776,139377,808,Retired,Divorced,223,2,1,Mortgage,Average,No
5949,61133,71588,522,Employed,Widowed,52,4,2,Student Loan,Average,No
5950,71641,58285,464,Unemployed,Married,315,4,2,Student Loan,Poor,Yes
5951,6988,146683,839,Retired,Married,102,2,2,Personal Loan,Average,No
5952,7869,145085,832,Unemployed,Married,50,0,2,Personal Loan,Average,No
5953,44504,94755,616,Employed,Single,24,0,0,Credit Card,Average,No
5954,47092,91846,603,Employed,Widowed,107,3,1,Credit Card,Good,No
5955,72863,56307,457,Unemployed,Married,120,0,2,Credit Card,Poor,Yes
5956,29842,115167,703,Unemployed,Single,115,3,0,Auto Loan,Poor,No
5957,40367,100280,639,Employed,Single,242,1,2,Student Loan,Good,No
5958,85578,39867,382,Unemployed,Married,54,2,2,Student Loan,Good,No
5959,58330,76523,539,Employed,Married,220,1,2,Personal Loan,Average,No
5960,37602,104161,656,Self-employed,Single,99,1,2,Student Loan,Good,No
5961,95355,26378,326,Unemployed,Single,104,1,2,Personal Loan,Average,Yes
5962,37115,104685,659,Employed,Married,185,1,0,Auto Loan,Average,No
5963,20449,NaN,762,Retired,Single,137,4,2,Credit Card,Poor,No
5964,42711,96958,624,Employed,Single,120,0,0,Auto Loan,Good,No
5965,79663,47926,417,Unemployed,Married,58,2,2,Credit Card,Average,Yes
5966,24262,123215,740,Unemployed,Married,225,2,1,Credit Card,Good,No
5967,27625,118707,718,Employed,Divorced,103,1,0,Personal Loan,Good,No
5968,90744,33180,355,Unemployed,Widowed,192,2,2,Credit Card,Average,Yes
5969,31614,112837,692,Retired,Married,52,3,0,Auto Loan,Good,No
5970,12684,138070,802,Self-employed,Married,270,2,2,Mortgage,Average,No
5971,72494,56931,459,Unemployed,Married,132,1,2,Personal Loan,Poor,Yes
5972,82241,44014,402,Unemployed,Widowed,88,2,0,Credit Card,Poor,Yes
5973,15478,134775,787,Retired,Divorced,106,0,2,Credit Card,Average,No
5974,28793,116472,711,Unemployed,Single,280,1,2,Student Loan,Average,No
5975,40735,99872,637,Employed,Widowed,29,4,2,Personal Loan,Average,No
5976,56717,78502,550,Employed,Married,304,0,2,Personal Loan,Average,No
5977,34703,107736,673,Unemployed,Married,182,2,2,Auto Loan,Good,No
5978,96176,25470,322,Unemployed,Divorced,173,4,2,Mortgage,Good,No
5979,28888,116395,710,Employed,Divorced,322,0,0,Auto Loan,Average,No
5980,89388,34953,362,Unemployed,Divorced,63,3,1,Auto Loan,Good,No
5981,23257,124580,745,Employed,Single,47,0,2,Auto Loan,Average,No
5982,71435,58507,465,Unemployed,Widowed,198,4,0,Mortgage,Poor,Yes
5983,11970,138961,807,Self-employed,Widowed,259,3,1,Auto Loan,Poor,No
5984,31421,112969,693,Retired,Divorced,63,2,0,Personal Loan,Average,No
5985,32048,111493,688,Unemployed,Single,30,1,1,Mortgage,Average,No
5986,95272,26523,326,Unemployed,Widowed,103,2,1,Credit Card,Average,No
5987,35105,106923,670,Retired,Married,150,1,1,Student Loan,Poor,No
5988,57648,77190,543,Employed,Married,315,1,0,Student Loan,Average,No
5989,64379,67761,507,Employed,Married,231,4,1,Personal Loan,Average,No
5990,76910,51169,433,Unemployed,Widowed,110,3,2,Student Loan,Poor,Yes
5991,66267,65641,496,Employed,Divorced,247,3,2,Student Loan,Poor,No
5992,83040,42990,395,Unemployed,Married,218,0,1,Student Loan,Good,No
5993,78379,49661,427,Unemployed,Divorced,155,2,1,Credit Card,Average,Yes
5994,90457,33419,356,Unemployed,Single,210,4,2,Student Loan,Good,No
5995,89664,34457,360,Unemployed,Married,314,2,0,Auto Loan,Average,Yes
5996,50241,87600,583,Employed,Single,334,0,0,Personal Loan,Average,No
5997,24008,123619,742,Employed,Divorced,298,0,2,Personal Loan,Good,No
5998,43494,96102,620,Employed,Widowed,343,4,0,Personal Loan,Good,No
5999,75393,53085,443,Unemployed,Divorced,275,0,0,Credit Card,Good,Yes
6000,28499,117064,713,Self-employed,Married,228,4,1,Credit Card,Good,No
6001,61746,70654,519,Employed,Married,200,0,0,Student Loan,Average,No
6002,95474,26130,325,Unemployed,Divorced,55,3,2,Auto Loan,Poor,Yes
6003,22100,125723,753,Employed,Married,302,4,0,Student Loan,Average,No
6004,98583,22042,310,Unemployed,Married,200,3,1,Personal Loan,Average,Yes
6005,48516,90134,594,Employed,Single,205,3,2,Auto Loan,Average,No
6006,68115,62982,483,Employed,Widowed,281,4,2,Personal Loan,Poor,No
6007,27785,118422,717,Retired,Divorced,271,2,2,Auto Loan,Average,No
6008,51975,85185,573,Employed,Single,250,1,1,Mortgage,Poor,No
6009,75202,53477,445,Unemployed,Married,123,0,2,Credit Card,Average,Yes
6010,15647,134161,785,Employed,Single,80,0,1,Credit Card,Poor,No
6011,60561,72709,527,Employed,Widowed,60,2,1,Personal Loan,Average,No
6012,78997,48716,421,Unemployed,Divorced,322,1,0,Personal Loan,Good,Yes
6013,41963,98137,630,Employed,Widowed,162,2,2,Mortgage,Average,No
6014,73008,56018,456,Unemployed,Widowed,250,1,0,Student Loan,Average,Yes
6015,94211,28061,333,Unemployed,Single,348,4,0,Auto Loan,Poor,Yes
6016,94022,28609,336,Unemployed,Single,126,4,1,Mortgage,Average,Yes
6017,73703,55371,453,Unemployed,Widowed,86,3,0,Mortgage,Poor,Yes
6018,18507,130350,769,Unemployed,Married,109,3,0,Personal Loan,Average,No
6019,38591,103021,650,Employed,Divorced,122,4,0,Personal Loan,Good,No
6020,84579,40805,386,Unemployed,Married,296,3,2,Student Loan,Average,Yes
6021,94390,27857,332,Unemployed,Married,267,4,0,Student Loan,Average,Yes
6022,91704,31620,349,Unemployed,Divorced,329,2,1,Personal Loan,Good,No
6023,94186,28177,333,Unemployed,Single,320,0,2,Credit Card,Poor,Yes
6024,77715,50111,429,Unemployed,Married,128,4,1,NaN,Good,Yes
6025,10906,140770,816,Retired,Single,187,4,2,Mortgage,Good,No
6026,34061,108578,676,Employed,Divorced,239,4,2,Personal Loan,Average,No
6027,37479,104181,656,Self-employed,Married,358,3,2,Auto Loan,Poor,No
6028,33082,109941,681,Retired,Single,117,3,1,Auto Loan,Poor,No
6029,6651,147049,840,Employed,Single,353,3,0,Credit Card,Poor,No
6030,91544,31826,350,Unemployed,Married,250,3,2,Personal Loan,Poor,Yes
6031,90120,33890,358,Unemployed,Divorced,111,2,1,Mortgage,Poor,Yes
6032,38997,102428,647,Self-employed,Widowed,187,4,2,Credit Card,Good,No
6033,13328,137067,799,Unemployed,Single,260,2,0,Mortgage,Poor,No
6034,7384,146044,836,Self-employed,Divorced,87,3,2,Auto Loan,Good,No
6035,56924,78031,548,Employed,Married,14,2,1,Mortgage,Average,No
6036,11710,139440,809,Self-employed,Single,92,4,2,Auto Loan,Good,No
6037,17161,132134,775,Employed,Single,299,4,1,Student Loan,Average,No
6038,44341,95020,616,Employed,Single,19,3,0,Auto Loan,Poor,No
6039,96170,25495,322,Unemployed,Divorced,98,4,0,Auto Loan,Average,No
6040,79085,48481,420,Unemployed,Single,297,2,2,Credit Card,Average,Yes
6041,92054,31267,346,Unemployed,Single,85,1,0,Credit Card,Poor,Yes
6042,12846,137897,802,Retired,Married,134,4,1,Personal Loan,Poor,No
6043,22144,125702,753,Unemployed,Single,305,2,2,Personal Loan,Good,No
6044,95101,26743,327,Unemployed,Divorced,154,2,1,Auto Loan,Poor,Yes
6045,59319,74800,533,Employed,Married,169,2,2,Student Loan,Average,No
6046,24087,123475,741,Unemployed,Widowed,120,4,1,Personal Loan,Poor,No
6047,63671,68773,509,Employed,Married,345,1,2,Auto Loan,Poor,No
6048,57781,77042,542,Employed,Single,206,3,1,Credit Card,Average,No
6049,62866,69476,513,Employed,Widowed,47,3,1,Personal Loan,Average,No
6050,6062,147967,844,Retired,Married,101,4,2,Personal Loan,Good,No
6051,31737,112105,691,Self-employed,Single,307,4,1,Auto Loan,Poor,No
6052,79083,48552,420,Unemployed,Married,341,0,0,Auto Loan,Average,Yes
6053,51857,85242,574,Employed,Divorced,212,1,1,Mortgage,Good,No
6054,66228,65772,497,Employed,Single,57,2,2,Mortgage,Poor,No
6055,67539,63730,487,Employed,Divorced,118,2,0,Student Loan,Average,No
6056,78794,48948,422,Unemployed,Single,181,3,0,Personal Loan,Average,No
6057,43342,96311,622,Employed,Divorced,157,4,1,Mortgage,Poor,No
6058,49327,89093,589,Employed,Widowed,189,1,1,Auto Loan,Average,No
6059,49261,89123,590,Employed,Divorced,72,3,1,Personal Loan,Average,No
6060,87912,36535,369,Unemployed,Married,14,1,0,Mortgage,Average,Yes
6061,51154,86490,578,Employed,Single,93,4,0,Student Loan,Average,No
6062,65348,66562,501,Employed,Married,274,2,0,Student Loan,Average,No
6063,11910,139042,807,Self-employed,Divorced,298,0,2,Student Loan,Poor,No
6064,7695,145251,833,Employed,Single,332,1,2,Student Loan,Average,No
6065,33699,109080,678,Unemployed,Divorced,106,2,1,Auto Loan,Poor,No
6066,6207,147844,843,Retired,Widowed,75,1,2,Student Loan,Average,No
6067,56707,78535,551,Employed,Widowed,257,1,2,Credit Card,Poor,No
6068,27432,118991,719,Unemployed,Widowed,88,1,1,Student Loan,Average,No
6069,69288,61269,477,Employed,Divorced,270,4,1,Mortgage,Average,No
6070,40144,100674,640,Employed,Divorced,104,3,0,Personal Loan,Average,No
6071,68646,62462,480,Employed,Widowed,302,1,0,Mortgage,Good,No
6072,98008,23127,313,Unemployed,Divorced,282,4,1,Personal Loan,Good,No
6073,82984,43147,396,Unemployed,Married,32,0,1,Auto Loan,Average,Yes
6074,66332,65528,496,Employed,Divorced,73,3,2,Personal Loan,Good,No
6075,42626,97095,625,Employed,Married,350,4,2,Credit Card,Good,No
6076,16303,133100,779,Unemployed,Widowed,271,0,2,Student Loan,Poor,No
6077,49386,88931,589,Employed,Divorced,248,3,1,Mortgage,Good,No
6078,32446,110925,685,Unemployed,Widowed,152,4,1,Personal Loan,Poor,No
6079,51167,86381,578,Employed,Single,178,0,0,Mortgage,Average,No
6080,27010,119468,722,Employed,Divorced,78,4,2,Student Loan,Good,No
6081,17984,131258,771,Employed,Divorced,69,0,0,Auto Loan,Poor,No
6082,52915,83749,570,Employed,Widowed,223,1,1,Student Loan,Average,No
6083,71395,58672,465,Unemployed,Widowed,141,1,2,Auto Loan,Average,Yes
6084,90280,33731,357,Unemployed,Widowed,36,3,0,Mortgage,Poor,Yes
6085,8321,144647,830,Self-employed,Single,22,0,1,Auto Loan,Average,No
6086,59624,74512,532,Employed,Single,268,1,0,Auto Loan,Poor,No
6087,27626,118658,718,Self-employed,Widowed,315,3,2,Auto Loan,Average,No
6088,61503,71024,520,Employed,Divorced,92,2,0,Auto Loan,Average,No
6089,13705,136712,797,Self-employed,Divorced,297,1,0,Auto Loan,Good,No
6090,25609,121121,731,Employed,Widowed,30,1,1,Personal Loan,Good,No
6091,97324,23832,316,Unemployed,Married,121,4,2,Auto Loan,Average,Yes
6092,75981,52332,440,Unemployed,Single,45,2,0,Auto Loan,Poor,Yes
6093,91072,32467,352,Unemployed,Single,299,0,1,Student Loan,Poor,Yes
6094,69429,61025,475,Unemployed,Married,343,3,2,Student Loan,Good,Yes
6095,90774,33107,354,Unemployed,Widowed,266,2,1,Student Loan,Good,Yes
6096,5860,148347,845,Retired,Divorced,137,0,2,Auto Loan,Poor,No
